"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2968591","Simo  Hosio and Jorge  Goncalves and Niels  van Berkel and Simon  Klakegg","","","","Crowdsourcing Situated &#38; Subjective Knowledge for Decision Support","1478--1483","","6","android, crowdsourcing, decision support, mobile crowdsourcing, smartphones, wisdom of the crowd","10.1145/2968219.2968591","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968561","Lars  M&#252;ller and Malte  Risto and Colleen  Emmenegger","","","","The Social Behavior of Autonomous Vehicles","686--689","","4","","10.1145/2968219.2968561","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968331","Amon  Rapp and Federica  Cena and Judy  Kay and Bob  Kummerfeld and Frank  Hopfgartner and Till  Plumbaum and Jakob Eg Larsen and Daniel A. Epstein and R&#250;ben  Gouveia","","","","New Frontiers of Quantified Self 2: Going Beyond Numbers","506--509","","4","personal informatics, quantified self, self-monitoring, self-tracking, wearable technologies","10.1145/2968219.2968331","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971344","Julia C. Duvall and Lucy E. Dunne and Nicholas  Schleif and Brad  Holschuh","","","","Active Hugging Vest for Deep Touch Pressure Therapy","458--463","","6","autism spectrum disorder (ASD), deep touch pressure (DTP), sensory integration therapy (SIT), sensory processing disorder (SPD), shape memory alloys (SMAs), smart clothing, wearable technology","10.1145/2968219.2971344","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968314","Jochen  Meyer and Wilko  Heuten and Susanne  Boll","","","","No Effects but Useful? Long Term Use of Smart Health Devices","516--521","","6","long term monitoring, theory of planned behavior, wellbeing intervention","10.1145/2968219.2968314","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3208032","Thiago  Santini and Hanna  Brinkmann and Luise  Reitst&#228;tter and Helmut  Leder and Raphael  Rosenberg and Wolfgang  Rosenstiel and Enkelejda  Kasneci","","","","The Art of Pervasive Eye Tracking: Unconstrained Eye Tracking in the Austrian Gallery Belvedere","5:1--5:8","5","8","calibration, embedded, eye tracking, gaze estimation, mobile, pervasive, pupil detection, pupil tracking, real-time, system","10.1145/3208031.3208032","","","","","","","2018","","Proceedings of the 7th Workshop on Pervasive Eye Tracking and Mobile Eye-Based Interaction","PETMEI '18","","978-1-4503-5789-0","Warsaw, Poland","ACM","New York, NY, USA"
"article","3329223","Netzahualcoyotl  Hernandez and Burcu  Demiray and Bert  Arnrich and Jesus  Favela","","","","An Exploratory Study to Detect Temporal Orientation Using Bluetooth's Sensor","292--297","","6","Bluetooth, Human behaviour, Mobile sensing, Social environment, Temporal orientation","10.1145/3329189.3329223","","","","","","","2019","","Proceedings of the 13th EAI International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth'19","","978-1-4503-6126-2","Trento, Italy","ACM","New York, NY, USA"
"article","3267274","Hiroki  Watanabe and Tsutomu  Terada","","","","Improving Ultrasound-based Gesture Recognition Using a Partially Shielded Single Microphone","9--16","","8","gesture recognition, mobile computing, ultrasound, wearable computing","10.1145/3267242.3267274","","","","","","","2018","","Proceedings of the 2018 ACM International Symposium on Wearable Computers","ISWC '18","","978-1-4503-5967-2","Singapore, Singapore","ACM","New York, NY, USA"
"article","2830207","Eiman  Kanjo and Luluah  Al-Husain and Alan  Chamberlain","","","","Erratum to: Emotions in Context: Examining Pervasive Affective Sensing Systems, Applications, and Analyses","1213--1213","","1","","10.1007/s00779-015-0869-5","Personal Ubiquitous Comput.","October   2015","19","7","","October","2015","1617-4909","","","","","","Springer-Verlag","London, UK, UK"
"article","2971454","Sozo  INOUE and Tatsuya  ISODA and Mako  SHIROUZU and Yasuhiko  SUGIYAMA and Yasunobu  NOHARA and Naoki  NAKASHIMA","","","","Predicting Daily Nursing Load from Nurses' Activity Logs and Patients' Medical Records","89--92","","4","medical record, nursing activity, nursing dataset, proximity sensors","10.1145/2968219.2971454","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2979137","Bongkeum  Jeong","","","","ON-skin Technologies: Aesthetic, Expressive, and Functional Tattoos for Child Health Records","937--941","","5","child health records, human-readable encoded information, immunization, on-skin technologies, tattooing as a new ritual, tattoos","10.1145/2968219.2979137","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971424","Fang-Jing  Wu and Yu-Chee  Tseng and Wen-Chih  Peng","","","","Activity Sense Organs: Energy-efficient Activity Sensing with Adaptive Duty Cycle Control","229--232","","4","activity recognition, energy saving, smartphone sensing","10.1145/2968219.2971424","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971411","Johanna  Greindl and Theresa  Reiml and Stefan  Will and Norbert  Zsak","","","","Personal BORIS: Flavor-based Cocktail Recommendation","73--76","","4","BORIS, algorithm, cocktail mixer, flavor-based, recommender, robot","10.1145/2968219.2971411","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968411","Postsavee  Prommaharaj and Santi  Phithakkitnukoon and Marco  Veloso and Carlos  Bento","","","","Visualization Tool for Taxi Usage Analysis: A Case Study of Lisbon, Portugal","1343--1348","","6","data visualization, taxi usage, urban mobility","10.1145/2968219.2968411","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968567","Christian  Jilek and Sven  Schwarz and Heiko  Maus and Andreas  Dengel","","","","Managed Forgetting, Data Condensation &#38; Preservation in Application","1046--1053","","8","data condensation, diary, managed forgetting, preservation, semantic desktop","10.1145/2968219.2968567","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968284","Raquel  Sebasti&#227;o and Sandra  Sorte and Joana  Valente and Ana I. Miranda and Jos&#233; M. Fernandes","","","","Inhalation During Fire Experiments: An Approach Derived Through ECG","763--772","","10","ECG-derived respiration, firefighters smoke exposure, health impact, smoke inhalation, smoke intoxication","10.1145/2968219.2968284","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971437","Weixi  Gu and Ming  Jin and Zimu  Zhou and Costas J. Spanos and Lin  Zhang","","","","MetroEye: Towards Fine-grained Passenger Tracking Underground","77--80","","4","context sensing, crowdsourcing, smartphone, trip guide","10.1145/2968219.2971437","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968537","Anton  Fedosov and Eleonora  Mencarini and Pawe&#322;  Wo&#378;niak and Krisitna  Knaving and Marc  Langheinrich","","","","Towards Understanding Digital Sharing Practices in Outdoor Sports","861--866","","6","climbing, information sharing, qualitative analysis, skiing, trail running","10.1145/2968219.2968537","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968324","Md Sadek Ferdous and Soumyadeb  Chowdhury and Joemon M Jose","","","","Privacy Threat Model in Lifelogging","576--581","","6","lifelogging, privacy, threat modelling, threats","10.1145/2968219.2968324","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968267","Maurizio  Caon and Leonardo  Angelini and Elena  Mugellini and Assunta  Matassa and Nadia  Bianchi-Berthouze and Aneesha  Singh and Ana  Tajadura-Jim&#233;nez","","","","Third Workshop on Full-body and Multisensory Experience","962--967","","6","body-centered design, full-body interaction, multimodality, multisensory experience","10.1145/2968219.2968267","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3248611","","","","Session Chair-Alexandra  Voit and Session Chair-Benjamin  Poppinga and Session Chair-Dominik  Weber and Session Chair-Matthias  B&#246;hmer and Session Chair-Niels  Henze and Session Chair-Sven  Gehring and Session Chair-Tadashi  Okoshi","Session Details: Ubittention: Smart &#38; Ambient Notification and Attention Management","--","","","","10.1145/3248611","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968524","Robert  Tscharn and Nam  Ly-Tung and Diana  L&#246;ffler and J&#246;rn  Hurtienne","","","","Ambient Light As Spatial Attention Guidance in Indoor Environments","1627--1630","","4","ambient light, eye-tracking, indoor navigation, spatial attention","10.1145/2968219.2968524","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971397","Naoki  Maeda and Yuko  Hirabe and Yutaka  Arakawa and Keiichi  Yasumoto","","","","COSMS: Unconscious Stress Monitoring System for Office Worker","329--332","","4","healthcare, physiological information, stress monitoring","10.1145/2968219.2971397","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2993411","Dirk  Wenig and Florian  Heller and Johannes  Sch&#246;ning","","","","StrapMaps: Bringing Map-based Navigation to the Straps of Bags","225--228","","4","cartography, climbing, hiking, mobile maps, strap-maps, stripemaps, wearable devices","10.1145/2968219.2993411","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968307","Ravi  Karkar and Rafal  Kocielnik and Xiaoyi  Zhang and James  Fogarty and George N. Ioannou and Sean A. Munson and Jasmine  Zia","","","","Toward a Portable, Self-administered Critical Flicker Frequency Test","1194--1199","","6","critical flicker frequency, hepatic encephalopathy, mental health, prototyping, self-monitoring","10.1145/2968219.2968307","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968271","Shoya  Ishimaru and Tilman  Dingler and Kai  Kunze and Koichi  Kise and Andreas  Dengel","","","","Reading Interventions: Tracking Reading State and Designing Interventions","1759--1764","","6","context-awareness, quantified mind, reading","10.1145/2968219.2968271","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
